hostname;mainIp;cpu;ram;hd
bv3155826;bv3155826;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;465.62 GB
BV3155826;BV3155826;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
bv3155827;bv3155827;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.80 GB
BV3155830;BV3155830;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
BV3155832;BV3155832;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
BV3155833;BV3155833;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
BV3158620;BV3158620;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
bv3160595;bv3160595;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
bv3160717;bv3160717;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160719;BV3160719;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160720;BV3160720;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160721;BV3160721;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160722;BV3160722;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160723;BV3160723;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160724;BV3160724;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160725;BV3160725;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160867;BV3160867;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160870;BV3160870;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160872;BV3160872;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160874;BV3160874;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160875;BV3160875;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160879;BV3160879;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160882;BV3160882;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;491.64 GB
BV3160883;BV3160883;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
bv3160884;bv3160884;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160885;BV3160885;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160886;BV3160886;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160887;BV3160887;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
bv3160892;bv3160892;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BV3160893;BV3160893;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
bv3160895;bv3160895;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVC2160163;BVC2160163;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160189;BVII160189;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160190;BVII160190;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160191;BVII160191;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160192;BVII160192;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160193;BVII160193;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160194;BVII160194;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160426;BVII160426;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;476.91 GB
BVII160509;BVII160509;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160510;BVII160510;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160511;BVII160511;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160512;BVII160512;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160513;BVII160513;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160515;BVII160515;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160619;BVII160619;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160620;BVII160620;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160621;BVII160621;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160623;BVII160623;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;491.33 GB
BVII160624;BVII160624;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160625;BVII160625;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
BVII160683;BVII160683;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
bvs157297;bvs157297;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
COLLECTOR01;COLLECTOR01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;24.0 GB;499.88 GB
DCDNS2012;DCDNS2012;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;930.92 GB
DEFIC;DEFIC;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;N/A
DEFIC2;DEFIC2;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1153.00 GB
DESKTOP-03VL1VL;DESKTOP-03VL1VL;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
DESKTOP-0QHNS2L;DESKTOP-0QHNS2L;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;476.75 GB
DESKTOP-100TMPH;DESKTOP-100TMPH;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.25 GB
DESKTOP-32CJL8F;DESKTOP-32CJL8F;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.45 GB
DESKTOP-4QQJMHF;DESKTOP-4QQJMHF;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;703.39 GB
DESKTOP-5FIUKA1;DESKTOP-5FIUKA1;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
DESKTOP-655GB9D;DESKTOP-655GB9D;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;2.0 GB;238.36 GB
DESKTOP-C44K3IF;DESKTOP-C44K3IF;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;439.17 GB
DESKTOP-DLUJUTC;DESKTOP-DLUJUTC;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.36 GB
DESKTOP-DRO50AB;DESKTOP-DRO50AB;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1620.62 GB
DESKTOP-EDUSNU7;DESKTOP-EDUSNU7;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;694.08 GB
DESKTOP-GC4OP5G;DESKTOP-GC4OP5G;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.80 GB
DESKTOP-HC84VDC;DESKTOP-HC84VDC;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;223.46 GB
DESKTOP-HF5KPLE;DESKTOP-HF5KPLE;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
DESKTOP-HSTDG1N;DESKTOP-HSTDG1N;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;223.35 GB
DESKTOP-I844LOD;DESKTOP-I844LOD;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
DESKTOP-IABLUGE;DESKTOP-IABLUGE;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.36 GB
DESKTOP-K09Q86D;DESKTOP-K09Q86D;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
DESKTOP-KNQA66B;DESKTOP-KNQA66B;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;3.0 GB;965.69 GB
DESKTOP-KRNH4A7;DESKTOP-KRNH4A7;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
DESKTOP-LH7E23H;DESKTOP-LH7E23H;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;694.02 GB
DESKTOP-PMFEKD0;DESKTOP-PMFEKD0;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
DESKTOP-PPCJ5R7;DESKTOP-PPCJ5R7;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;1150.96 GB
DESKTOP-QAOFLL4;DESKTOP-QAOFLL4;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
DESKTOP-R0OS7K4;DESKTOP-R0OS7K4;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
DESKTOP-R4LQMTA;DESKTOP-R4LQMTA;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;465.65 GB
DESKTOP-RR2B57U;DESKTOP-RR2B57U;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
DESKTOP-TDNM7SL;DESKTOP-TDNM7SL;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
DESKTOP-U8FUUEB;DESKTOP-U8FUUEB;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;704.12 GB
DESKTOP-VKOR0R6;DESKTOP-VKOR0R6;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.36 GB
FTT-IIS;FTT-IIS;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;159.88 GB
geo-sca;geo-sca;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;1.0 GB;76.32 GB
GISSCA;GISSCA;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;1.0 GB;N/A
gissca3;gissca3;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;1.0 GB;465.75 GB
GratuidadeHom;GratuidadeHom;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1153.00 GB
HAQ160707;HAQ160707;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
HAQ160710;HAQ160710;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
HAQ160714;HAQ160714;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
Hermes;Hermes;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;2.0 GB;74.52 GB
HISTORICOSIM01;HISTORICOSIM01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;5649.77 GB
HOMOLOG2005;HOMOLOG2005;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;N/A
HOMOLOG-VIRTUAL;HOMOLOG-VIRTUAL;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;542.35 GB
KP-H61;KP-H61;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.36 GB
Kryptus2;Kryptus2;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;1123.88 GB
l2g-01;l2g-01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;118.97 GB
LATITUDE3400;LATITUDE3400;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.39 GB
LES151423;LES151423;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;689.08 GB
LES151576;LES151576;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;689.09 GB
LES151577;LES151577;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;688.32 GB
LES151585;LES151585;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;6.0 GB;689.09 GB
LES151706;LES151706;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.34 GB
LES151707;LES151707;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;6.0 GB;465.54 GB
LES151708;LES151708;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;687.84 GB
LES151743;LES151743;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;1862.88 GB
LES155585;LES155585;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;447.00 GB
MailRelay;MailRelay;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;199.90 GB
MAILRELAY2;MAILRELAY2;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;159.88 GB
mapsim01;mapsim01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;2.0 GB;59.99 GB
mapsim02;mapsim02;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;59.99 GB
mapsim03;mapsim03;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;59.99 GB
mapsim04;mapsim04;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;2.0 GB;59.99 GB
MIN157959;MIN157959;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
MIN157960;MIN157960;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
MIN157961;MIN157961;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
MIN157962;MIN157962;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
MIN157964;MIN157964;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
MIN157965;MIN157965;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;238.36 GB
MIN157966;MIN157966;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;242.09 GB
MIN157967;MIN157967;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
MIN157968;MIN157968;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;253.26 GB
MIN158173;MIN158173;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
MIN158174;MIN158174;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
MIN158175;MIN158175;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
MIN158176;MIN158176;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
MIN158177;MIN158177;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
MIN158178;MIN158178;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
MIN158179;MIN158179;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
MIN158180;MIN158180;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
MIN158181;MIN158181;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
MIN158182;MIN158182;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
monitora2;monitora2;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;3.0 GB;399.99 GB
monitoraSTR;monitoraSTR;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;49.77 GB
MUS151404;MUS151404;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;689.10 GB
MUS151604;MUS151604;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;689.10 GB
MUS151741;MUS151741;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;688.32 GB
MUS151755;MUS151755;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;687.92 GB
NLE150494;NLE150494;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;3.0 GB;298.04 GB
NLE151383;NLE151383;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;223.35 GB
NLE151422;NLE151422;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;465.65 GB
NLE151576;NLE151576;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;688.17 GB
NLE151586;NLE151586;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;223.34 GB
NLE154805;NLE154805;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;447.00 GB
NLE154806;NLE154806;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;702.27 GB
NLE154809;NLE154809;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;447.00 GB
NLE154810;NLE154810;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.71 GB
NOE150486;NOE150486;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;2.0 GB;465.76 GB
NOE151432;NOE151432;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;688.02 GB
NOE151434;NOE151434;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;465.76 GB
NOE151438;NOE151438;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;689.11 GB
NOE151439;NOE151439;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;689.10 GB
NOE151441;NOE151441;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;465.75 GB
NOE151446;NOE151446;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;688.17 GB
NOE151542;NOE151542;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;703.39 GB
NOE151742;NOE151742;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;1862.88 GB
NOE154469;NOE154469;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;702.26 GB
NOE154808;NOE154808;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;703.23 GB
NOE154813;NOE154813;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;447.00 GB
NOE154815;NOE154815;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;702.26 GB
NOE154816;NOE154816;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;702.27 GB
NOE154825;NOE154825;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;704.00 GB
NOE1548817;NOE1548817;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;704.01 GB
NOE155577;NOE155577;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;702.27 GB
NOR150630;NOR150630;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;6.0 GB;238.42 GB
NOR150653;NOR150653;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.42 GB
NOR151409;NOR151409;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;223.34 GB
NOR151430;NOR151430;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;702.93 GB
NOR151435;NOR151435;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;689.11 GB
NOR151439;NOR151439;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;689.11 GB
NOR151542;NOR151542;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;465.65 GB
NOR153433;NOR153433;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;689.11 GB
NOR154811;NOR154811;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;702.27 GB
NoteSPT;NoteSPT;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;1430.68 GB
NSU150481;NSU150481;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;704.18 GB
NSU150482;NSU150482;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;689.28 GB
NSU150485;NSU150485;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.42 GB
NSU150534;NSU150534;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;704.18 GB
nsu150647;nsu150647;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;465.76 GB
NSU150649;NSU150649;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.42 GB
NSU151621;NSU151621;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.36 GB
NSU151622;NSU151622;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;703.23 GB
NSU151626;NSU151626;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;704.01 GB
NSU151627;NSU151627;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;465.76 GB
NSU151629;NSU151629;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.25 GB
NSU151630;NSU151630;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.25 GB
NSU151633;NSU151633;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;238.25 GB
NSU154797;NSU154797;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;687.37 GB
NSU154799;NSU154799;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;702.27 GB
NSU154800;NSU154800;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;687.37 GB
NSU154801;NSU154801;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;702.27 GB
NSU154802;NSU154802;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;702.27 GB
NSU154803;NSU154803;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;536.32 GB
NSU155589;NSU155589;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;687.37 GB
NSU155590;NSU155590;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;687.36 GB
NSU155592;NSU155592;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;703.98 GB
NSU155593;NSU155593;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;702.27 GB
NSU155596;NSU155596;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;702.27 GB
PIQ57BQ;PIQ57BQ;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;3.0 GB;N/A
PosPIQ57BQ;PosPIQ57BQ;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;3.0 GB;238.42 GB
POS-PIQ57BQ;POS-PIQ57BQ;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;3.0 GB;763.78 GB
PREFERENCIAL1;PREFERENCIAL1;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;111.68 GB
SERVERCORP01;SERVERCORP01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;64.0 GB;1531.64 GB
SERVICES02;SERVICES02;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;12.0 GB;499.83 GB
SHAREPOINT;SHAREPOINT;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;465.66 GB
SMT052259971-0;SMT052259971-0;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
spt152090;spt152090;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.46 GB
SPT154251;SPT154251;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;223.34 GB
SPT154555;SPT154555;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.44 GB
SPT154616;SPT154616;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;447.01 GB
SPT154883;SPT154883;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1378.41 GB
SPT157;SPT157;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;N/A
SPT157226;SPT157226;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157227;SPT157227;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;2336.12 GB
SPT157230;SPT157230;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.72 GB
SPT157232;SPT157232;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157234;SPT157234;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;930.26 GB
SPT157235;SPT157235;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157236;SPT157236;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1644.62 GB
SPT157238;SPT157238;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157239;SPT157239;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1169.71 GB
SPT157241;SPT157241;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.43 GB
SPT157242;SPT157242;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.34 GB
SPT157243;SPT157243;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157244;SPT157244;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157245;SPT157245;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.98 GB
SPT157246;SPT157246;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
SPT157247;SPT157247;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;465.63 GB
SPT157249;SPT157249;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1169.71 GB
